发布时间,微博内容
2023-01-17 16:13:35,交警长安大队#平安春运交警同行# 【交通安全进乡村 守护平安迎新春】#共筑平安中国年# 为进一步提高人民群众的交通安全意识，有效预防和减少交通事故，为确保春节期间辖区道路交通安全、畅通、有序。1月17日下午@西安交警长安大队 执勤五中队安监民警走进辖区滦镇街道乔村开展道路交通安全宣传 ...全文
2023-01-17 16:10:39,为消除道路交通安全隐患，强化交通安全源头治理，坚决预防重特大道路交通事故，推动高风险企业落实企业主体责任，现@平安西青 公安西青分局交通警察支队将2023年1月我区高风险运输企业的隐患问题进行通报，请相关企业负责人落实好交通安全主体责任，及时消除安全隐患，确保道路运输交通安全。 
2023-01-17 16:09:00,【岁末年初，交警整治交通秩序】岁末年初，正值春运道路交通出行繁忙期，为了预防道路交通事故发生，保障广大群众的出行安全，近日，江门交警在全市范围内开展岁末年初交通秩序整治专项行动，严查各类交通违法行为。详情：网页链接 
2023-01-17 16:08:44,2023年1月10日，云南大理州发生一起交通事故，致4死网页链接 
2023-01-17 16:08:33,#公安部今天起严查酒驾醉驾#很多交通事故都是由于酒驾造成的，所以一定要严查酒驾，避免更多的交通事故发生。 
2023-01-17 16:08:07,#出差使AI快乐#广州DAY2时隔小10天但是我依然感到后怕，在广东跑这两天目睹的交通事故现场比过去二十年目睹的都多吧！（有夸张但不多司机来接机就因为路遇车祸堵车迟到晚上八点半的高速一路看见至少3辆栽在绿化带的车司机师傅开高速还猛猛超速，颠的我以为自己置身货拉拉车厢，无数次想系好安全带 ...全文
2023-01-17 16:06:26,#湖南春运路况##平安春运 交警同行# 春节将至，随着春运出行流量大幅增长，农村地区自驾返乡人员持续增加，加之春节期间农村地区赶集庙会、走亲访友、红白喜事等出行活动频繁，农村地区路况复杂，货车、拖拉机、三轮车违法载人、面包车超员载客等违法行为发生几率增大，易导致道路交通事故的发生。洪江 ...全文
2023-01-17 16:04:08,【小车撞路墩 弹射起跳侧翻】#覆车之戒# 近日，湖南郴州，陈某驾驶小车沿郴州市苏仙区郴县路行驶至白露塘中学前路段时，因驾驶机动车操作不当导致车辆撞上路边石墩后侧翻，造成小客车车辆受损的交通事故。经交警部门认定，白色小车无责，小车负事故全部责任。湖南交警提醒，行车路上安全第一，请全程系 ...全文
2023-01-17 16:04:07,【进企业】高速交警五大队进企业开展交通安全宣传      为深入推进事故预防“减量控大”工作，从企业源头上预防和减少道路交通事故的发生，进一步提高广大交通参与者的安全意识，1月17日，高速五大队深入贵州省凯里汽车运输集团有限责任公司天柱汽车站开展交通安全宣传活动。      宣传民警通过发放 ...全文
2023-01-17 16:04:02,#平安春运 交警同行#鹤岗交警支队兴安大队开展冬季交通安全宣传活动为进一步加强交通安全知识宣传，提升广大群众道路交通安全意识。近日，鹤岗交警支队兴安大队走进广场，开展冬季交通安全宣传活动。活动中，民警通过发放宣传单、讲解交通事故典型案例、粘贴宣传挂图等方式，向群众讲解冬季交通安全 ...全文
2023-01-17 16:02:56,#成都交通路况# 16:02时，三环路：娇子立交至琉璃立交内侧主道交通事故已撤除，交通逐步恢复。实时路况信息请关注导航地图，注意收听省市交通广播FM101.7、FM91.4。 
2023-01-17 16:01:02,#交通违法曝光台##五大曝光行动# 【饮酒驾驶驾驶摩托车酒驾，受伤也要被处罚】1月8日17时，郸城县公安交通警察大队事故中队民警在接到群众报警，在郸城县石槽镇铁庄路口发生一起交通事故，事故民警迅速赶到案发地点。经查，摩托车驾驶人郭某驾驶两轮摩托车与豫PF***N小型普通客车发生碰撞，造成郭玉堂 ...全文
2023-01-17 15:59:41,#平安春运交警同行##文明守法平安回家#【开展救护车驾驶人警示教育培训】“与时间赛跑，与死神抗争”。为切实提高救护车驾驶人员交通安全意识，减少特种车辆交通事故的发生。1月13日下午交警雨山大队组织宣传民辅警进入我市疾病预防控制中心对救护车驾驶人员开展了针对性的警示教育培训。 
2023-01-17 15:57:17,#平安春运 交警同行# 【轮胎出走，随机寻找“幸运”司机】1月8日21时许，京哈高速公路北京方向285公里附近，一台半挂货车在行驶过程中，“丢弃了”轮胎，轮胎孤独的站在超车道上，后方来车不小心撞在了“身上”。发生了后车撞异物的交通事故。发生交通事故后，民警赶赴现场，并及时将两台车辆引导至秦 ...全文
2023-01-16 09:51:56,【惊险！#深圳南山一轿车冲出护栏悬于10米高空# 】1月15日上午7时53分，深圳消防指挥中心接到报警称，一辆小轿车发生交通事故，坠入10米深的建筑工地中。西丽消防救援站接警后立即出动前往救援。救援人员到现场侦察发现，事故车辆正倒置在10米高的钢管上，随时可能有坠落的危险。救援人员一方面将消 ...全文
2023-01-17 15:48:42,#共筑平安中国年# 【温馨提示】 春节将至，车辆增多，极易引发交通事故。船山公安交警温馨提示：请广大驾驶员朋友，遵章守纪安全驾驶，切勿超员载客、酒后驾驶、疲劳驾驶、分心驾驶，携手共创平安、和谐的道路交通环境。 
2023-01-17 15:45:17,#平安春运交警同行# 德钦县公安局交警大队深入辖区开展春运期间隐患排查工作     为预防春节假日期间辖区重特大道路交通事故的发生，针对辖区路段实际情况和往年春运交通实际，切实推进春运期间交通事故预防“减量控大”工作，有效预防因源头隐患而引发的交通事故。1月16日，云南德钦县公安局交警大 ...全文
2023-01-17 15:42:15,西安公安交警  【开展应急处置救援培训   提高道路交通事故应急处置能力】#平安春运交警同行#  1月16日下午，@西安交警曲江大队  航天中队邀请西安市人民医院（航天院区）医务人员开展交通事故应急处置救援培训。西安市人民医院（航天院区）李军主任、薛英森医生、王松波医生向航天中队民辅警 ...全文
2023-01-17 15:39:50,注意！将车借给无驾照好友，这样的后果你想到没？注意！将车借给无驾照好友，这样的后果你想到没？生活中，遇到亲朋好友借车，车主常常难以拒绝，也鲜少去审查确认借车人是否有驾照。然而，当朋友把车借走后，不幸出了交通事故，车主是否需要承担赔偿责任呢？一起看看下面的案例吧~ 
2023-01-17 15:39:17,#农村交通违法典型案例# 鲁山交警开展农村地区典型事故案例与违法宣传，宣传民警通过结合农村地区交通事故典型案例，采取以案说法的宣传形式，向驾驶员详细讲解未佩戴头盔、未系安全带、酒后驾驶、超速超载、疲劳驾驶等交通违法行为的危害，提醒驾驶员要把遵守交通规则落实到自己的实际行动当中。 
2023-01-17 15:39:12,#临沂环保在行动# @临沂生态环境 近日，平邑县电商产业园西50米处发生一起交通事故，事故一方车辆甲醇运输量约33吨，该车罐体破漏，导致甲醇泄露。接到通知后，临沂市生态环境局平邑县分局立即启动应急预案，工作人员到达现场后立即行动。一是配合相关部门开展救援，罐车倒罐并对泄漏点进行封堵，对泄 ...全文
2023-01-17 15:36:37,【春运“交安”进车站 共筑平安团圆路】#平安春运交警同行# 为进一步加强客运驾驶人的交通安全意识和文明意识，预防和减少道路交通事故的发生，近日，营山公安交警大队走进汽车客运站开展春运主题宣传活动，为春运交通安全管理工作打下坚实基础。民警走进候车室，向候车乘客讲解冬季行车安全以及安全 ...全文
2023-01-17 15:34:47,#平安春运交警同行# 【尉氏交警走进农村开展“春运”交通安全宣传活动】为了为进一步筑牢农村地区道路交通安全管理工作，增强群众交通安全意识，最大限度地遏制和减少农村道路交通事故发生，切实消除交通安全隐患，连日来，尉氏县公安局交警大队结合辖区实际，组织警力巧借农村集会等宣传阵地，深入开 ...全文
2023-01-17 15:32:56,【重罚，没商量！#网约车司机醉驾载客被终生禁驾营运车# 】 2022年10月11日晚，周某驾驶网约车被交警挡获，后经成都市公安局道路交通事故物证鉴定所鉴定，司机周某血液乙醇浓度为115.4毫克/100毫升，系醉酒驾驶机动车上道路行驶。可在被交警挡获时，周某的网约车上还搭载有4名乘客。按照《中华人民共和 ...全文
2023-01-17 12:45:25,欢迎投稿：UploadAccident@qq.com由于投稿众多无法通知是否采用，事故太轻微一般不会采用，请留意每天的更新。 交通事故video的微博视频 
2023-01-17 15:31:15,【#今年烟台不实行单双号限行政策# 】17日，烟台交警支队召开春节期间交通管理工作新闻通气会，通报全市交通管理和放管服措施。据统计，2022年，全市道路交通事故同比下降23.12%，死亡人数同比下降37.9%。2023年，春节期间，全市将开展连续三周的酒醉驾违法行为查处集中统一行动，特别是针对农 ...全文
2023-01-17 15:31:09,#平安春运交警同行# #一线微观# 【“交警蓝”守护“环卫橙”】 1月17日上午，鄞州交警下应中队走进潘火街道“环卫站”，组织开展交通安全宣传活动。活动中，宣传员针对部分环卫工人在作业期间逆向行驶垃圾车、随意横穿道路等不良行为的危害进行详细讲解，通过观看交通事故警示片、分发宣传资料的形式， ...全文
